bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,price
4,2.5,3520,15420,2,0,0,3,10,3520,0,1991,0,98074,810000
4,2.75,2440,69415,1,0,0,4,8,1910,530,1989,0,98075,785000
4,3,2090,7500,1,0,0,3,7,1370,720,1986,0,98056,338000
3,2.25,1430,7222,2,0,0,3,7,1430,0,1993,0,98056,280000
4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,315000
4,2.25,2180,10754,1,0,0,5,7,1100,1080,1954,0,98133,530000
5,3,3450,9914,2,0,0,3,9,3450,0,2004,0,98023,380000
3,2.25,1450,7562,2,0,0,3,7,1450,0,1994,0,98056,297000
4,2.5,3230,7331,2,0,0,3,10,3230,0,2004,0,98075,730000
3,1.75,1640,13500,1,0,0,3,7,1110,530,1940,0,98125,450000
3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,98038,275000
4,2,2020,2849,2,0,0,3,7,2020,0,1960,0,98115,595000
3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,2014,98144,435000
2,1.5,1380,209959,1,0,0,1,6,1380,0,1954,0,98011,270000
3,3,4040,14338,2,0,0,3,10,3030,1010,1986,0,98077,950000
4,2.25,2130,5337,2,0,0,3,7,2130,0,2001,0,98019,389000
4,2.25,2550,7800,1,0,0,3,8,1580,970,1968,0,98052,560000
5,3.5,4800,14984,2,0,2,3,11,3480,1320,1998,0,98006,1.35E+06
4,2.25,2510,11585,2,0,0,4,8,2510,0,1969,0,98040,799000
3,2,1410,9600,1,0,0,4,7,1410,0,1983,0,98072,365500
3,2,1650,7352,1,0,0,3,7,1160,490,1979,0,98058,252350
4,2.5,2120,13780,2,0,0,3,8,2120,0,1993,0,98146,403950
4,1.5,2040,10726,1,0,0,3,7,1380,660,1954,0,98177,385000
4,1,1550,7620,1.5,0,0,3,7,1550,0,1957,0,98106,345000
3,2.75,1980,3128,2,0,0,4,9,1980,0,1979,0,98008,490000
3,2.5,1600,26977,2,0,0,3,8,1600,0,2005,0,98019,330000
4,2.75,3300,12090,2,0,0,3,8,3300,0,1953,0,98004,927000
4,2.5,3840,16619,2,0,1,4,10,3840,0,1983,0,98040,1.12E+06
2,1,1220,10000,1,0,0,5,7,1220,0,1950,0,98028,330000
5,2.25,2720,8800,1,0,0,4,7,1500,1220,1958,0,98008,530000
4,2,1940,25600,1,0,0,1,8,1940,0,1962,0,98006,365000
3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,2011,98118,378750
4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,0,98058,269900
3,3.5,1710,2096,2,0,0,3,8,1290,420,2008,0,98122,557000
4,1.75,3730,16980,1,0,0,4,7,2150,1580,1974,0,98022,360000
2,1,940,5000,1,0,0,4,7,940,0,1937,0,98117,352000
3,2.5,1750,22357,2,0,0,3,8,1750,0,1994,0,98045,437000
4,2.5,1820,6753,2,0,0,3,7,1820,0,1994,0,98038,322500
3,3.25,1510,2000,2,0,0,3,9,1330,180,2001,0,98116,650000
3,2,1290,1213,3,0,0,3,8,1290,0,2001,0,98103,450000
3,2,1570,5250,1,0,0,3,7,1570,0,1998,0,98092,278500
4,2.5,1930,6957,2,0,0,3,8,1930,0,1995,0,98055,364950
4,3.5,2840,40139,1,0,4,4,10,2840,0,1986,0,98038,840000
3,2.5,1550,8134,2,0,0,3,7,1550,0,1991,0,98031,268000
2,1,833,143947,1,0,0,3,5,833,0,2006,0,98070,517534
3,2.5,2990,32239,2,0,0,4,8,2990,0,1978,0,98077,632925
3,2.5,2000,7251,2,0,0,3,9,2000,0,1995,0,98034,577500
4,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,0,98178,339000
3,1.75,2910,37461,1,0,0,4,7,1530,1380,1967,0,98052,570000
4,1.75,2085,174240,1,0,0,3,7,1610,475,1964,0,98024,563500
4,2.25,2200,9351,1,0,0,5,7,1290,910,1962,0,98133,423000
3,2.25,1860,5028,2,0,0,3,8,1860,0,2012,0,98019,355000
5,4.25,6070,171626,2,0,0,3,12,6070,0,1999,0,98024,1.55E+06
2,1,950,3960,1,0,0,3,7,950,0,1941,0,98103,482000
3,1.75,1600,9135,1,0,0,5,7,1600,0,1955,0,98006,625000
3,2.5,2250,11632,2,0,0,3,8,2250,0,1988,0,98056,538000
3,2.5,2280,10255,2,0,0,4,8,2280,0,1985,0,98058,380000
2,1,940,5120,1,0,0,3,7,940,0,1909,0,98122,375000
3,2.5,1530,8500,1,0,0,5,7,1030,500,1996,0,98038,245000
5,1.75,2190,27260,1,0,0,4,7,2190,0,1947,1974,98166,310000
3,2,2350,15021,1,0,0,4,8,1770,580,1976,0,98004,1.30E+06
4,2,1440,7680,1,0,0,3,7,1200,240,1971,0,98034,397000
3,2.5,2200,4052,2,0,0,3,8,2200,0,2005,0,98058,365000
4,3,2290,8250,2,0,0,3,9,2290,0,1990,0,98042,328500
4,3,4040,19700,2,0,0,3,11,4040,0,1987,0,98052,988000
4,2.5,2610,3277,1.5,0,0,5,8,1920,690,1922,0,98103,1.00E+06
3,2.5,1490,2138,2,0,0,3,7,1490,0,2005,0,98055,237000
4,2.5,2450,5280,2,0,0,3,8,2450,0,2003,0,98011,525000
4,2.5,1710,9627,1,0,0,3,9,1440,270,1976,2014,98006,749000
5,2.5,4870,11800,2,0,0,3,10,3470,1400,1983,0,98074,722500
3,2.5,3130,8750,2,0,0,3,10,3130,0,1991,0,98052,843000
2,2,1270,1372,3,0,0,3,8,1270,0,2000,0,98115,438000
3,1.75,2120,10875,1,0,2,3,8,1540,580,1977,0,98146,578000
3,1.5,1670,8230,1,0,0,5,7,1670,0,1954,0,98001,227950
3,2.25,2070,11576,2,0,0,3,7,2070,0,1974,0,98001,196000
2,1,1420,5332,1,0,0,3,8,1070,350,1953,0,98105,641000
3,1.5,1250,219978,1,0,0,4,6,1250,0,1980,0,98038,350000
3,1,940,7980,1,0,0,4,7,940,0,1960,0,98032,205000
3,1.75,1920,9102,1,0,0,3,7,1920,0,1968,0,98072,400000
3,2.5,3545,9816,1,0,0,3,10,2610,935,2005,0,98027,1.03E+06
3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,98034,505000
5,2.5,2340,7200,1,0,0,3,7,1300,1040,1975,0,98034,475000
3,2.25,2590,9263,1,0,0,5,8,1440,1150,1977,0,98028,520000
3,4.5,3970,24920,2,0,2,3,10,3260,710,1977,1999,98034,1.45E+06
3,1.75,1220,9732,1,0,0,3,7,1220,0,1965,0,98011,333500
3,1,1400,10403,1,0,0,4,6,1400,0,1976,0,98038,232000
3,2.75,2360,16117,1,0,0,4,8,1710,650,1983,0,98006,691100
3,1.75,1870,9897,1,0,0,4,8,1870,0,1960,0,98040,811000
3,2.5,2830,5802,2,0,0,3,9,2830,0,2001,0,98028,551000
3,2.5,2260,3640,2,0,0,3,8,2260,0,1994,0,98072,496500
3,3,1970,20978,2,1,3,4,9,1770,200,1980,0,98070,705000
4,2.5,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,578000
3,1.75,1240,8659,1,0,0,5,7,1240,0,1986,0,98042,255000
4,3.5,3450,7832,2,0,0,3,10,3450,0,2007,0,98006,1.05E+06
3,2.25,2570,8491,2,0,0,4,8,2570,0,1989,0,98042,348000
3,2,1510,3413,2,0,0,3,7,1510,0,1985,0,98031,230000
4,2.25,2390,11250,2,0,0,3,9,2390,0,1988,0,98023,359500
3,1,980,7000,1,0,0,3,6,980,0,1953,0,98133,330000
1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,80000
3,1.75,1480,6360,1,0,0,3,7,1480,0,1954,0,98133,465000
4,2.5,1850,7324,2,0,0,3,8,1850,0,1997,0,98042,325000
3,2,2270,28025,1,0,0,4,7,1920,350,1947,0,98168,340500
3,2.5,1810,5192,2,0,0,3,8,1810,0,1993,0,98038,342500
2,2,1610,17600,2,0,0,3,6,1610,0,1930,1983,98178,290900
3,4.25,3840,6161,2,0,0,3,10,3840,0,2000,0,98074,868700
4,2.75,4110,8400,2,0,1,3,9,3130,980,1928,2013,98125,1.20E+06
4,3.25,4190,10259,2,0,0,3,11,3150,1040,2000,0,98074,1.15E+06
4,2.75,3390,6298,2,0,0,3,9,3390,0,2011,0,98074,859900
4,2.25,1890,3006,2,0,0,3,7,1890,0,2003,0,98029,520000
3,2.5,1610,2527,2,0,2,3,9,1080,530,2005,0,98118,460000
3,1.5,1050,4590,1,0,0,3,7,850,200,1949,0,98115,438924
2,1,630,6550,1,0,0,3,5,630,0,1918,0,98126,315000
4,2.75,2910,10650,1,0,2,3,8,1780,1130,1975,0,98033,590000
4,1.75,1700,8640,1,0,0,3,7,850,850,1955,0,98006,378500
3,2.5,1950,8130,2,0,0,4,9,1950,0,1990,0,98042,328500
3,3,2990,9773,2,0,0,4,8,2990,0,1973,0,98005,849950
3,1.5,1350,6000,1,0,2,3,7,900,450,1950,0,98136,525000
4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,98074,1.39E+06
4,2.5,2160,7725,1,0,0,4,8,1460,700,1978,0,98023,295000
6,3.5,4860,11793,2,0,0,3,11,3860,1000,1998,0,98006,1.07E+06
2,2,890,5000,1,0,0,3,6,890,0,1917,0,98118,207950
4,2.75,2810,7302,2,0,0,3,9,2810,0,2002,0,98075,699900
5,2.5,3400,9500,2,0,1,4,8,3400,0,1977,0,98027,1.28E+06
4,1.5,1580,7350,1,0,0,4,7,960,620,1963,0,98052,452000
3,2,1680,5036,1,0,1,4,7,1680,0,1987,0,98055,370000
3,1.75,1300,11230,1,0,0,5,7,1300,0,1968,0,98042,232000
5,2.5,2820,14062,2,0,0,4,7,2380,440,1960,0,98034,669950
3,2,1510,6710,1,0,0,3,7,1070,440,1972,0,98034,397500
2,2.5,1230,1391,2,0,0,3,8,870,360,2004,0,98112,490000
4,2,2110,4140,2,0,0,3,9,1710,400,1925,2003,98116,725000
3,2.75,3080,19635,1,0,2,4,7,1610,1470,1958,0,98032,299000
2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,0,98116,625000
3,2.5,2120,4500,2,0,0,3,7,2120,0,2000,0,98065,437500
4,2.5,3180,5438,2,0,0,3,9,3180,0,2003,0,98065,650000
2,1,1490,3825,1,0,0,3,7,860,630,1929,0,98117,475000
3,2,1930,11947,1,0,0,4,8,1930,0,1966,0,98042,342000
4,2.5,2770,7800,2,0,0,3,10,2770,0,1999,0,98033,1.20E+06
3,1.5,1670,11610,1,0,0,4,7,1670,0,1963,0,98055,280000
2,1.75,1330,7200,1,0,0,3,7,1330,0,1993,0,98188,240000
3,1,1210,3328,1.5,0,0,4,7,1210,0,1924,0,98107,529000
3,1,1190,5100,1,0,0,4,7,1030,160,1941,0,98136,442000
2,1,1540,6872,1,0,0,4,7,820,720,1946,0,98119,615000
4,3.75,4030,10800,2,0,0,3,10,4030,0,2006,0,98033,1.49E+06
4,1.75,2430,7559,1,0,0,4,8,1580,850,1981,0,98052,585000
4,2.5,2600,7787,2,0,0,3,8,2600,0,2005,0,98059,480000
5,3.5,4410,57063,2,0,0,4,9,4410,0,1990,0,98053,1.10E+06
4,1,1330,8184,1.5,0,0,3,7,1330,0,1949,0,98133,290000
3,1.75,1900,5000,1,0,0,5,7,950,950,1951,0,98116,615000
2,1,1100,7680,1,0,0,4,7,1100,0,1950,0,98133,300000
3,1,1980,39150,1.5,0,0,3,6,1580,400,1932,0,98030,308000
3,2.5,2400,7745,2,0,0,3,9,2400,0,2001,0,98033,750000
4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,98112,2.25E+06
4,3.25,3180,194278,2,0,0,3,10,3180,0,2005,0,98059,890000
3,1,1190,7560,1,0,0,5,6,1190,0,1958,0,98058,288000
2,1,630,6000,1,0,0,3,6,630,0,1943,2005,98178,190000
5,3,2530,5105,1,0,0,3,8,1520,1010,2005,0,98133,515000
4,1.5,1690,11054,1,0,0,4,5,1690,0,1930,0,98055,235000
2,1,940,5000,1,0,0,3,6,940,0,1951,0,98126,275000
2,2,1240,9119,1,0,0,4,7,1240,0,1952,0,98004,727500
4,2.5,3040,6587,2,0,0,3,7,3040,0,2003,0,98053,650000
6,5,6050,230652,2,0,3,3,11,6050,0,2001,0,98024,1.60E+06
4,1,1590,7085,1.5,0,0,3,6,1590,0,1944,0,98125,365000
3,1.75,2500,36947,1,0,0,3,9,2500,0,1984,0,98052,662000
3,2.5,1780,7848,1,0,0,3,7,1320,460,1978,0,98038,270500
2,1.5,1360,1898,2,0,0,3,7,1360,0,1978,0,98092,200000
4,3.25,4740,76230,2,0,0,3,10,4740,0,1987,0,98075,970000
3,1.5,1010,9600,1,0,0,4,7,1010,0,1962,0,98198,160000
3,1,1040,7405,1,0,0,4,6,1040,0,1971,0,98010,204000
3,2.25,1610,6655,2,0,0,4,7,1610,0,1985,0,98058,358000
4,1.75,1570,8268,1,0,0,3,7,1570,0,1979,0,98011,452000
2,2,1510,4000,1,0,0,4,7,1010,500,1900,0,98103,595000
3,2,1360,6082,1,0,0,3,7,1360,0,1994,0,98042,249000
4,2.5,1970,5106,2,0,0,3,8,1970,0,1999,0,98055,346900
3,2.5,5403,24069,2,1,4,4,12,5403,0,1976,0,98166,2.13E+06
4,2.5,1560,4350,2,0,0,3,7,1560,0,2003,0,98056,280000
4,1.75,2320,12000,1,0,0,4,8,2270,50,1973,0,98032,318888
3,2.25,2120,40518,1,0,0,3,8,2120,0,1967,0,98075,530000
3,2.25,2120,18500,2,0,0,4,8,2120,0,1983,0,98031,375000
4,2.5,3350,29242,2,0,0,3,11,3350,0,1988,0,98052,910000
4,2.5,2380,9614,2,0,0,4,10,2380,0,1991,0,98006,782000
2,2,1070,649,2,0,0,3,9,720,350,2008,0,98106,259950
4,2.75,2300,18360,1,0,0,4,7,1560,740,1979,0,98058,315000
2,1,1320,8865,1,0,0,4,6,1320,0,1943,0,98168,215000
3,1.75,2180,10221,1,0,2,4,7,1140,1040,1946,0,98040,705000
3,3,4380,6320,2,0,3,5,10,3580,800,1952,0,98199,1.45E+06
3,1.75,1790,9813,2,0,0,3,7,1790,0,1949,0,98155,451000
2,1,750,8125,1,0,0,4,6,750,0,1943,0,98055,261000
3,1.5,1300,8280,1,0,0,5,7,1300,0,1956,0,98028,396000
4,2.5,2990,29170,2,0,3,3,9,2990,0,1999,0,98059,725000
7,3.5,4640,15235,2,0,1,3,11,2860,1780,1965,2003,98040,1.95E+06
4,1,1400,7242,1.5,0,0,3,7,1400,0,1959,0,98188,238000
6,1.75,2750,9563,2,0,0,4,8,2750,0,1973,0,98052,750000
4,2.5,2050,10271,2,0,0,3,7,2050,0,1998,0,98042,331500
4,3,2230,108900,1,0,0,3,7,1410,820,1978,0,98065,460000
4,2.25,2340,217014,1,0,0,4,8,2340,0,1982,0,98092,404950
3,2.5,2870,5163,2,0,0,3,9,2870,0,2014,0,98103,880000
4,2.5,4120,22370,2,0,0,3,10,4120,0,1997,0,98074,863000
3,1.75,2080,9162,1,0,0,3,7,1370,710,1960,0,98005,638700
3,2.5,1840,5680,2,0,0,3,7,1840,0,2008,0,98053,435000
3,1,1180,5350,1.5,0,0,4,6,1180,0,1959,0,98178,260000
5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,98105,671500
3,1,1180,3400,1.5,0,0,3,8,1180,0,1907,0,98109,610000
2,0.75,1160,15029,1,0,0,4,6,870,290,1937,0,98014,405000
4,2.5,1830,5612,2,0,0,3,7,1830,0,2003,0,98038,338900
4,4,3200,7708,2,0,0,3,10,3200,0,2004,0,98075,720000
5,3,2560,5445,1.5,0,0,4,7,1760,800,1927,0,98108,442000
5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,98122,650000
3,1.75,1330,9917,1,0,0,3,7,1040,290,1981,0,98058,263500
2,1,1220,75794,1,0,0,4,7,1220,0,1963,0,98038,300000
3,2.5,1805,3402,2,0,0,3,7,1805,0,2009,0,98002,266000
4,4,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,98077,930000
4,2.5,2320,5493,2,0,0,3,8,2320,0,2004,0,98028,530000
3,1,1384,8960,1,0,0,4,6,1384,0,1965,0,98023,180000
3,2.5,2720,6439,2,0,0,3,9,2720,0,2005,0,98065,619000
3,1.5,1820,10608,1,0,0,4,7,1820,0,1962,0,98003,264000
2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,0,98116,730000
4,2.25,2060,10070,2,0,0,3,7,2060,0,1975,0,98034,439000
4,1.75,1420,7500,1,0,0,4,7,1080,340,1981,0,98031,268500
3,1.75,1510,15744,1,0,0,3,7,1510,0,1985,0,98045,330000
3,2.5,2160,4000,1.5,0,0,3,8,1960,200,1903,2013,98122,640000
3,2.5,3180,12600,2,0,0,4,11,3180,0,1978,0,98074,900000
3,2.25,2110,13300,2,0,0,4,8,2110,0,1985,0,98038,370000
3,2,2060,2900,1.5,0,0,5,8,1330,730,1931,0,98144,685000
3,1.5,1830,217800,1,0,0,3,7,1010,820,1981,0,98053,505000
3,1.75,1820,32666,1,0,0,4,7,1820,0,1966,0,98022,265000
3,2.5,1610,2937,2,0,0,3,8,1610,0,2006,0,98055,290000
4,2.5,1780,3600,2,0,0,3,7,1780,0,2006,0,98038,296000
4,2.5,1840,9611,2,0,0,3,7,1840,0,1996,0,98178,360000
3,1.75,1460,10584,1,0,0,3,7,990,470,1997,0,98168,240500
2,2.5,1400,2958,2,0,0,3,8,1400,0,2007,0,98126,372500
3,2.5,3370,14402,2,0,2,3,9,3370,0,2004,0,98045,595000
4,3,3590,8249,2,0,0,3,9,3590,0,1997,0,98023,515000
4,2.25,3200,15367,2,0,0,4,9,3200,0,1962,0,98040,1.22E+06
2,1.75,1670,6460,1,0,0,3,8,1670,0,2004,0,98053,507000
4,2,2420,31465,1,0,0,3,9,2420,0,1984,0,98092,399950
3,1.75,1430,10816,2,0,0,3,7,1430,0,1994,0,98010,185000
3,1.75,1440,7070,1,0,0,3,7,1440,0,1980,0,98052,460000
3,2.25,1450,4789,2,0,0,3,7,1450,0,1985,0,98029,435500
4,2.75,3550,13938,1,0,0,5,8,2100,1450,1966,0,98188,469000
2,3,1270,1175,2,0,0,3,8,1110,160,2000,0,98103,531000
2,1,940,6804,1,0,0,3,7,940,0,1949,0,98177,443500
3,2,1670,6824,1,0,0,3,7,1300,370,1990,0,98042,223000
4,3.5,3100,15842,2,0,0,3,8,2400,700,1996,0,98028,590000
2,2.5,1100,1760,3,0,0,3,7,1100,0,1997,0,98103,340000
3,2,1870,3388,1,0,0,4,8,1230,640,1925,0,98199,650000
3,2.5,1930,5080,2,0,0,4,8,1930,0,1990,0,98029,533600
3,2.75,2540,4694,2,0,0,3,9,2540,0,2005,0,98074,695000
3,1.75,1280,7524,1.5,0,0,4,7,1280,0,1988,0,98031,242000
3,2.25,1820,8814,1,0,0,3,7,1280,540,1967,0,98125,425000
3,2.25,1490,9414,2,0,0,3,7,1490,0,1981,0,98052,525000
3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,0,98029,485000
3,1,1250,9775,1,0,0,3,7,1250,0,1971,0,98045,175000
3,2,1440,7210,1,0,0,3,8,1440,0,1983,0,98092,210000
3,2.5,1920,7415,2,0,0,3,7,1920,0,1989,0,98031,260000
3,2.5,2060,5750,1,0,0,3,7,1330,730,1976,0,98116,577000
3,1.5,1210,10588,1,0,0,4,7,1210,0,1958,0,98002,200000
2,1.75,1760,5000,1,0,0,4,7,940,820,1927,0,98117,605000
3,1,990,6750,1,0,0,4,6,990,0,1947,0,98133,325000
3,1,960,6400,1,0,0,4,6,820,140,1944,0,98178,289500
3,2.5,1660,1458,3,0,0,3,9,1660,0,2014,0,98144,559950
3,1.75,1900,9375,1,0,1,4,8,1330,570,1941,0,98115,1.04E+06
3,2.25,1270,2790,1,0,0,3,7,990,280,1970,0,98199,543500
4,2.25,3250,34293,2,0,0,4,9,3250,0,1983,0,98042,480000
3,1,960,9633,1,0,0,5,6,960,0,1982,0,98022,218000
2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1945,98199,565000
3,1.75,2080,7700,1,0,0,5,7,1600,480,1968,0,98056,426700
3,2.5,2690,11575,1,0,3,3,8,2130,560,1957,0,98028,650000
2,1,890,3060,1,0,0,3,7,770,120,1910,0,98105,542000
3,1.75,1070,8000,1,0,0,3,7,1070,0,1977,0,98052,415000
3,1,1200,8316,1,0,0,4,6,1200,0,1953,0,98002,214000
3,1.5,1360,8910,2,0,0,5,7,1360,0,1949,0,98188,245000
3,2,2050,13303,1,0,0,3,8,2050,0,1993,0,98003,314500
3,1.5,3000,5750,2,0,0,5,9,2000,1000,1924,0,98116,1.12E+06
2,2,1300,3850,1,0,0,3,7,800,500,1963,0,98136,378000
4,2.5,2250,9091,1,0,0,3,7,1340,910,1982,0,98001,305000
5,2.75,3740,6750,1,0,0,4,8,1980,1760,1978,0,98028,595000
3,2.5,1660,1091,3,0,1,3,9,1530,130,2015,0,98116,729500
3,2.5,2360,6699,2,0,0,3,7,2360,0,2003,0,98065,430000
3,1.75,1760,6500,1,0,0,3,7,1150,610,1987,0,98038,240000
3,1.75,1680,6200,1.5,0,0,3,7,1680,0,1916,0,98136,545000
3,1.75,1320,2500,1,0,0,3,7,870,450,1918,0,98105,530000
1,1,870,26326,1,0,0,3,6,870,0,1939,0,98198,157000
4,1,1260,7645,1.5,0,0,3,6,1260,0,1925,0,98146,425000
3,1,1000,6020,1,0,0,3,6,1000,0,1944,0,98166,220000
4,1.75,2020,36400,1,0,0,4,8,1550,470,1976,0,98077,521000
3,1,1920,6862,1,0,2,3,7,1120,800,1952,0,98118,325000
3,2,2150,5400,1.5,0,0,4,7,1380,770,1911,0,98126,597500
3,2.5,1470,3976,2,0,0,3,7,1470,0,1999,0,98065,337000
3,2.5,3180,10492,2,0,2,3,10,3180,0,1991,0,98052,1.00E+06
3,2.5,3930,55867,1,1,4,4,8,2330,1600,1957,0,98034,3.07E+06
3,1,990,6000,1,0,0,3,6,990,0,1943,0,98105,495000
4,3.5,2770,3330,2,0,0,3,8,1970,800,2001,0,98052,748000
3,1.5,1250,8710,1,0,0,4,7,1250,0,1953,0,98004,888000
3,1.75,1140,22267,1,0,0,3,7,1140,0,1986,0,98045,269900
4,2.5,2250,14440,1,0,0,3,7,1550,700,1967,0,98027,496500
3,2.5,1640,5097,2,0,0,3,7,1640,0,1969,0,98155,475000
3,1.5,1255,1374,3,0,0,3,7,1255,0,2004,0,98125,312000
3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,98072,323000
3,1.75,1300,9079,1,0,0,3,7,1300,0,1986,0,98059,331000
3,1.5,1220,1086,3,0,0,3,8,1220,0,2007,0,98133,306000
4,2.5,2630,4000,3,0,0,3,8,2630,0,2002,0,98117,655000
3,1.5,1950,15954,1,0,0,4,8,1950,0,1959,0,98003,290000
4,3.25,3160,5000,2,0,0,5,9,2360,800,1965,0,98105,1.25E+06
3,1.75,1550,4708,1,0,0,4,7,860,690,1949,0,98115,460000
4,2.5,1700,6380,1,0,0,4,7,850,850,1940,0,98115,435000
4,2.75,2510,11880,1,0,0,5,8,1630,880,1978,0,98006,664000
4,1.75,1800,4180,2,0,3,4,8,1800,0,1921,0,98102,865000
3,1.75,1800,18000,1,0,0,3,8,1200,600,1968,0,98058,385000
3,2.25,1870,9315,1,0,0,3,7,1350,520,1975,0,98034,497000
2,1,1010,3000,1,0,0,4,7,1010,0,1925,0,98045,280000
2,1.5,1120,17487,1,0,0,3,6,1120,0,1924,0,98178,188000
3,1,2090,4755,1,0,2,3,8,1200,890,1969,0,98136,478500
4,3.5,4370,18361,2,0,0,3,11,4370,0,2001,0,98065,1.15E+06
3,2,1440,7187,1,0,0,4,7,970,470,1981,0,98023,222000
4,3,2580,209523,2,0,0,3,8,2580,0,1984,0,98053,799000
4,2.5,3190,7399,2,0,0,3,10,3190,0,2006,0,98038,609900
4,3.5,2380,5809,2,0,0,4,7,1750,630,1995,0,98106,413000
4,1,1420,4875,1.5,0,0,3,7,1420,0,1930,0,98115,400000
5,2.75,2990,6768,2,0,0,3,9,2990,0,2014,0,98006,802541
3,2.5,2680,7757,2,0,0,3,8,2680,0,1990,0,98023,320000
4,2.5,2730,7649,2,0,0,3,7,2730,0,2006,0,98065,507000
3,1,1220,8329,1,0,0,3,6,1220,0,1946,0,98115,387500
3,1,1500,12616,1,0,0,3,7,1500,0,1967,0,98072,396000
3,1.75,1830,11788,1,0,1,3,8,1430,400,1958,0,98055,373000
5,2.5,4570,19252,2,0,0,5,10,4570,0,1965,0,98040,1.48E+06
4,2.25,2470,7698,2,0,0,3,8,2470,0,1983,0,98058,359900
2,1,800,4342,1,0,0,3,6,670,130,1927,0,98115,410000
4,2.5,2900,23488,2,0,0,3,9,2900,0,1992,0,98053,690000
3,2,1410,5760,1,0,0,3,7,1410,0,1985,0,98030,245000
5,2.5,2830,25958,1,0,1,5,8,1610,1220,1979,0,98075,700000
4,1.75,1680,9966,1,0,0,3,7,1100,580,1977,0,98198,268000
3,1.75,1760,26055,1,0,0,3,7,920,840,1979,0,98042,225000
4,2.25,2240,11034,2,0,0,3,8,2240,0,1976,0,98004,980000
2,1,1380,5000,1.5,0,2,3,5,1380,0,1905,0,98106,795000
2,1,820,5100,1,0,0,3,6,820,0,1953,0,98118,195000
4,2,2180,10575,1,0,0,2,6,1730,450,1950,0,98005,480000
4,2,1400,3600,1,0,0,3,7,1100,300,1900,0,98119,485000
2,1,880,9000,1,0,0,3,5,880,0,1928,0,98188,130000
2,1,1060,5703,1,0,2,4,6,1060,0,1946,0,98198,325000
3,1.75,1530,7245,1,0,0,4,7,1530,0,1984,0,98034,440000
4,1.75,2480,14782,1,0,3,3,8,1460,1020,1958,0,98155,550000
3,1.75,1490,7150,1,0,0,5,6,1490,0,1967,0,98059,310000
3,2.5,3660,39478,2,0,2,4,9,3260,400,1989,0,98022,530000
4,2.5,2340,8548,2,0,0,3,8,2340,0,1993,0,98031,390000
3,1.75,1450,12125,1,0,0,4,7,1450,0,1981,0,98001,243000
4,2.5,2210,9875,2,0,0,3,9,2210,0,1990,0,98074,639000
4,1,1130,7400,1,0,0,4,7,1130,0,1969,0,98003,215000
5,1.75,1550,10500,1,0,0,3,7,1100,450,1961,0,98011,405000
4,1.75,1710,7140,1,0,0,5,7,1010,700,1968,0,98032,250000
3,1.5,1010,8108,1,0,0,5,7,1010,0,1954,0,98155,405500
6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,452000
6,2.25,2660,13579,2,0,0,3,7,2660,0,1937,1990,98125,730000
3,2,1300,9644,1,0,0,3,7,1300,0,1994,0,98010,267000
3,2.5,1670,6186,2,0,0,3,7,1670,0,2002,0,98038,289950
2,1,960,4080,1,0,0,5,7,960,0,1911,0,98103,565000
4,3.25,4670,51836,2,0,0,4,12,4670,0,1988,0,98005,1.58E+06
3,2.5,2140,2770,2,0,0,3,8,1770,370,2007,0,98052,636000
5,3,2520,5500,1,0,0,3,8,1550,970,2004,0,98178,350000
3,1.5,1650,9380,1,0,0,5,7,1130,520,1978,0,98058,320000
2,1.75,1440,5680,1,0,0,4,8,1440,0,1978,0,98198,210000
2,1,1050,5900,1,0,0,3,7,1050,0,1950,0,98126,245000
3,1.75,1470,7650,1,0,0,3,7,1130,340,1983,0,98059,328000
4,2.25,4230,37769,2,0,0,3,11,4230,0,1989,0,98077,985000
3,1.75,1970,7972,1,0,3,5,8,1370,600,1976,0,98055,501000
3,2.25,1540,17424,2,0,0,3,7,1540,0,1992,0,98045,315000
3,2.75,2090,8354,2,0,0,3,8,2090,0,2012,0,98019,403000
3,2,2380,17950,2,0,0,4,8,2110,270,1934,0,98155,550000
4,2.5,2156,3562,2,0,0,3,9,2156,0,2012,0,98030,347500
